"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"339","2440-4-0136",1986,235.296666666667,9,1.15203081556007
"340","2440-4-0136",1987,235.572222222222,9,0.641790031431189
"341","2440-4-0136",1988,233.805,6,0.685645681091916
"342","2440-4-0136",1989,230.78,4,0.600555298591779
"343","2440-4-0136",1990,230.264,5,0.396774495148065
"344","2440-4-0136",1991,225.44,1,NA
"345","2440-4-0137",1980,253.53,1,NA
"346","2440-4-0137",1981,250.7,1,NA
"347","2440-4-0137",1982,250.67,2,2.65872149726143
"348","2440-4-0137",1984,237.89,1,NA
"349","2440-4-0137",1985,237.715,2,0.572756492761105
"350","2440-4-0137",1986,236.6,2,1.5556349186104
"351","2440-4-0137",1987,235.216,5,1.37401965051451
"352","2440-4-0137",1988,234.35,2,0.169705627484778
"353","2440-4-0137",1989,230.67,2,0.721248916810286
"354","2440-4-0137",1995,200.995,2,0.968736290225573
"355","2440-4-0137",1996,191.92,2,0.424264068711924
"356","2440-4-0137",1997,221.49,1,NA
"357","2440-4-0137",1998,221.675,2,0.799030662740795
"358","2440-4-0137",1999,221.15,2,0.480832611206857
"359","2440-4-0137",2001,205.245,2,18.1655732086824
"360","2440-4-0139",1981,253.656666666667,3,7.80577563944375
"361","2440-4-0139",1996,230.28,3,0.520480547186927
"362","2440-4-0139",1997,231.69,1,NA
"363","2440-4-0139",1998,232.085,2,0.205060966544093
"364","2440-4-0139",1999,231.225,2,0.586898628384823
"365","2440-4-0139",2001,229.75,2,1.25865007051204
"366","2440-4-0142",1970,319,1,NA
"367","2440-4-0142",1982,253.07,1,NA
"368","2440-4-0142",1988,242.49375,8,0.163264684310038
"369","2440-4-0142",1989,241.906,5,0.604590770687076
"370","2440-4-0142",1990,240.36,8,0.813423101993759
"371","2440-4-0142",1991,239.308333333333,12,0.209016455782504
"372","2440-4-0142",1992,238.715,2,0.134350288425442
"373","2440-4-0142",1995,234.51,2,0.76367532368148
"374","2440-4-0142",1996,232.365,2,0.0212132034355972
"375","2440-4-0142",1997,231.93,2,0.0707106781186507
"376","2440-4-0142",1998,231.375,2,0.120208152801724
"377","2440-4-0142",1999,230.86,3,0.0953939201416942
"378","2440-4-0142",2000,230.07,1,NA
"379","2440-4-0142",2001,230.345,2,0.318198051533938
"380","2440-4-0142",2003,229.345,2,0.120208152801724
"381","2440-4-0143",1986,202,1,NA
"382","2440-4-0143",1991,223.5,1,NA
"383","2440-4-0148",1986,198,1,NA
"384","2440-4-0148",1991,223.5,1,NA
"385","2440-8-0009",1970,236.95,1,NA
"386","2440-8-0009",1972,259.63,1,NA
"387","2440-8-0009",1974,257.684,5,0.420452137585244
"388","2440-8-0009",1975,257.37,2,0
"389","2440-8-0009",1977,254.455714285714,14,1.16377181404467
"390","2440-8-0009",1978,252.396666666667,15,0.742242419647247
"391","2440-8-0009",1979,250.0375,8,0.551225906502954
"392","2440-8-0009",1980,250.26875,16,0.757406759938146
"393","2440-8-0009",1981,248.64,6,0.884171928982137
"394","2440-8-0009",1982,248.48,6,0.582202713837714
"395","2440-8-0009",1983,247.595,4,0.767875858022193
"396","2440-8-0009",1984,245.69,1,NA
"397","2440-8-0009",1985,245.435,2,0.714177848998407
"398","2440-8-0009",1986,245.81,1,NA
"399","2440-8-0009",1987,244.41,3,0.6080296045424
"400","2440-8-0009",1988,243.95,2,0.296984848098341
"401","2440-8-0009",1989,244.52,2,0.282842712474623
"402","2440-8-0009",1990,244.355,4,0.178978583448781
"403","2440-8-0009",1991,244.08,1,NA
"404","2440-8-0009",1992,243.84,1,NA
"405","2440-8-0009",1994,244.03,1,NA
"406","2440-8-0009",1995,244.235,2,0.0353553390593153
"407","2440-8-0014",1972,264.74,2,4.04465078838707
"408","2440-8-0014",1974,260.265,2,0.091923881554248
"409","2440-8-0014",1975,258.27,3,0.834505841800985
"410","2440-8-0014",1978,253.29,6,0.826655913908558
"411","2440-8-0014",1979,251.966363636364,11,0.620294651391946
"412","2440-8-0014",1980,251.347777777778,9,0.643734762494957
"413","2440-8-0014",1981,250.298571428571,7,0.691530393919375
"414","2440-8-0014",1982,248.4075,4,1.06205382788885
"415","2440-8-0014",1983,248.265,2,0.0494974746830736
"416","2440-8-0014",1985,245.615,2,0.855599205235728
"417","2440-8-0014",1986,245.09,1,NA
"418","2440-8-0014",1987,244.78,1,NA
"419","2440-8-0014",1989,244.21,1,NA
"420","2440-8-0014",1990,243.596666666667,3,0.765789353107848
"421","2440-8-0014",1991,243.8,1,NA
